Indicator,Country,Time,Value
"Adult literacy rate, population 15+ years, female (%)",Lower middle income countries,2012,62.12
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2001,89.70
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2007,81.68
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2009,81.45
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2010,90.47
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2011,90.22
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2013,92.22
"Adult literacy rate, population 15+ years, female (%)",Ecuador,2015,93.55
"Adult literacy rate, population 15+ years, female (%)",Developing countries,1999,69.77
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2000,69.77
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2001,69.77
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2002,69.77
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2003,69.77
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2004,69.77
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2005,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2006,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2007,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2008,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2009,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2010,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2011,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2012,74.60
"Adult literacy rate, population 15+ years, female (%)",Developing countries,2015,77.60
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Honduras,2001,1.01
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Honduras,2007,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Honduras,2010,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Honduras,2011,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Honduras,2012,0.99
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Honduras,2015,1.00
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,1999,66.92
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2000,66.92
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2001,66.92
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2002,66.92
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2003,66.92
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2004,66.92
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2005,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2006,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2007,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2008,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2009,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2010,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2011,77.50
"Adult literacy rate, population 15+ years, both sexes (%)",Arab States,2012,77.50
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,1999,97.86
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2000,97.86
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2001,97.86
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2002,97.86
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2003,97.86
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2004,97.86
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2005,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2006,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2007,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2008,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2009,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2010,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2011,98.68
"Youth literacy rate, population 15-24 years, male (%)",Upper middle income countries,2012,98.68
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,1999,70.56
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2000,70.56
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2001,70.56
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2002,70.56
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2003,70.56
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2004,70.56
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2005,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2006,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2007,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2008,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2009,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2010,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2011,72.78
"Youth literacy rate, population 15-24 years, both sexes (%)",Africa,2012,72.78
"Adult literacy rate, population 15+ years, male (%)",Senegal,2002,51.05
"Adult literacy rate, population 15+ years, male (%)",Senegal,2006,52.26
"Adult literacy rate, population 15+ years, male (%)",Senegal,2009,61.81
"Adult literacy rate, population 15+ years, male (%)",Senegal,2011,66.34
"Adult literacy rate, population 15+ years, male (%)",Senegal,2015,69.72
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2004,92.09
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2006,94.40
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2007,93.22
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2008,95.41
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2009,94.71
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2010,95.67
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2011,96.15
"Youth literacy rate, population 15-24 years, male (%)",El Salvador,2015,97.18
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,1999,90.59
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2000,90.59
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2001,90.59
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2002,90.59
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2003,90.59
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2004,90.59
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2005,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2006,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2007,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2008,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2009,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2010,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2011,92.96
"Adult literacy rate, population 15+ years, male (%)",Latin America & the Caribbean,2012,92.96
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2004,98.85
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2006,99.15
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2007,98.99
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2008,99.03
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2009,99.23
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2010,99.27
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2011,99.37
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2012,99.23
"Youth literacy rate, population 15-24 years, female (%)",Palestine,2015,99.27
"Adult literacy rate, population 15+ years, male (%)",Cameroon,2000,79.19
"Adult literacy rate, population 15+ years, male (%)",Cameroon,2007,78.95
"Adult literacy rate, population 15+ years, male (%)",Cameroon,2010,78.33
"Adult literacy rate, population 15+ years, male (%)",Cameroon,2015,81.15
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2001,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2007,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2009,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2010,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2011,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2012,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2013,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Ecuador,2015,1.00
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,1999,49.63
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2000,49.63
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2001,49.63
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2002,49.63
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2003,49.63
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2004,49.63
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2005,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2006,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2007,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2008,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2009,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2010,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2011,64.81
"Adult literacy rate, population 15+ years, female (%)",Northern Africa,2012,64.81
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Algeria,2002,0.76
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Algeria,2006,0.79
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Algeria,2015,0.84
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,1999,73.81
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2000,73.81
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2001,73.81
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2002,73.81
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2003,73.81
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2004,73.81
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2005,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2006,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2007,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2008,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2009,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2010,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2011,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2012,80.15
"Youth literacy rate, population 15-24 years, both sexes (%)",South and West Asia,2015,87.40
"Youth literacy rate, population 15-24 years, male (%)",Bahrain,2001,96.83
"Youth literacy rate, population 15-24 years, male (%)",Bahrain,2010,98.62
"Youth literacy rate, population 15-24 years, male (%)",Bahrain,2015,99.78
"Adult literacy rate, population 15+ years, female (%)",Central Asia,1999,98.63
"Adult literacy rate, population 15+ years, female (%)",Central Asia,2000,98.63
"Adult literacy rate, population 15+ years, female (%)",Central Asia,2001,98.63
